,label,metric,mean,ci_lower,ci_upper
0,逆接・譲歩,test/acc,0.5937417203168194,0.5613930963164188,0.62609034431722
1,逆接・譲歩,test/precision,0.6503082972062221,0.625401460307751,0.6752151341046931
2,逆接・譲歩,test/recall,0.5585365853658536,0.49714984653297734,0.6199233241987299
3,逆接・譲歩,test/f1,0.5937417203168194,0.5613930963164188,0.62609034431722
4,その他,test/acc,0.34169360051712994,0.2842516351499138,0.39913556588434607
5,その他,test/precision,0.6166666666666667,0.489363913073225,0.7439694202601084
6,その他,test/recall,0.26000000000000006,0.19098254613751164,0.3290174538624885
7,その他,test/f1,0.34169360051712994,0.2842516351499138,0.39913556588434607
8,場所,test/acc,0.6165223665223666,0.524218425895535,0.7088263071491981
9,場所,test/precision,0.6285714285714286,0.4864757638089839,0.7706670933338733
10,場所,test/recall,0.65,0.5472186215459782,0.7527813784540218
11,場所,test/f1,0.6165223665223666,0.524218425895535,0.7088263071491981
12,同時進行,test/acc,0.8905775302182051,0.8796319927900984,0.9015230676463117
13,同時進行,test/precision,0.8540497243502608,0.8369488735330062,0.8711505751675155
14,同時進行,test/recall,0.9324324324324327,0.9079338768650674,0.9569309879997979
15,同時進行,test/f1,0.8905775302182051,0.8796319927900984,0.9015230676463117
16,時間,test/acc,0.3371428571428571,0.1571661950611868,0.5171195192245274
17,時間,test/precision,,,
18,時間,test/recall,0.4,0.16809393390918437,0.6319060660908157
19,時間,test/f1,0.3371428571428571,0.1571661950611868,0.5171195192245274
