epoch,loss,accuracy,precision,recall,f1
0,0.0017945740776562,0.7865168539325843,0.2676829268292683,0.3050522807595818,0.284273363921758
1,0.0013956983884175,0.8449438202247191,0.4164218909967975,0.4320648751896349,0.4195438713502297
2,0.0008420238110903,0.8846441947565543,0.4527761527552991,0.510269792102457,0.4769759171683631
3,0.0002552035679754,0.9250936329588016,0.7001296186650878,0.5582042327282123,0.5331107938421601
4,7.003273619583037e-05,0.9385767790262172,0.6552958948176428,0.6273241519783299,0.6215804950732536
5,5.507606399081619e-05,0.9325842696629212,0.696049713018225,0.5632968803797788,0.5714112888998096
6,3.320364811726277e-05,0.9655430711610486,0.9529630212431156,0.783027603428087,0.8226658470854842
7,2.265255130855332e-05,0.9805243445692884,0.9810583526062976,0.8993307779038153,0.9310525211754525
8,2.1158818378765484e-05,0.991011235955056,0.9880031603767762,0.9376930441969172,0.9592751893571438
9,1.904936960797185e-05,0.991011235955056,0.9908698602038564,0.9617756130042568,0.9754725192396564
10,1.32321087078432e-05,0.99250936329588,0.9934559170202736,0.9614569842068056,0.9765696408481558
11,1.3438537228531605e-05,0.9932584269662922,0.9936523667940912,0.9623744153994662,0.977139111616932
12,1.1541016839360923e-05,0.994007490636704,0.9938492063492064,0.9632918465921269,0.9777065025555134
13,1.0894629964779378e-05,0.994007490636704,0.9938492063492064,0.9632918465921269,0.9777065025555134
14,1.0734897155719304e-05,0.9940074906367041,0.9718230300735271,0.9880922457937235,0.9792743371579873
