,experiment_type,test/acc,test/precision,test/recall,test/f1
0,exclude_iru_aru_oku,0.8571428571428571,0.8579943502824857,0.7324544056251373,0.7550293816378242
0,exclude_iru_aru_oku,0.875,0.8865079365079364,0.7601494177103933,0.788620760356977
0,exclude_iru_aru_oku,0.8452380952380952,0.8330417031204433,0.7919116677653264,0.7803921568627452
0,exclude_iru_aru_oku,0.8571428571428571,0.8363616268788683,0.7688508020215338,0.7771488007831621
0,exclude_iru_aru_oku,0.8273809523809523,0.8025641025641026,0.7106372225884421,0.7066194368503588
0,exclude_iru_aru_oku,0.8630952380952381,0.7821187584345479,0.7206526038233354,0.7457518517067052
0,exclude_iru_aru_oku,0.8809523809523809,0.8440399148873725,0.7642562074269391,0.7509597136947171
0,exclude_iru_aru_oku,0.8809523809523809,0.8724246513720197,0.8273324544056251,0.8339981002394297
0,exclude_iru_aru_oku,0.8630952380952381,0.8716505747126437,0.8216677653263019,0.8294000538068336
0,exclude_iru_aru_oku,0.875,0.855902226922851,0.8314238628872775,0.8297017938264833
