epoch,loss,accuracy,precision,recall,f1
0,0.0069990638490026,0.6322097378277154,0.2488931535767403,0.1821198534476565,0.1858703251548356
1,0.0055682351080219,0.751310861423221,0.3279836829836829,0.2066660750482098,0.1863766505904652
2,0.0047782070627819,0.7490636704119851,0.3504518072289156,0.2024781206817135,0.1775627519833528
3,0.0043232092250152,0.748314606741573,0.1504518072289156,0.1994011976047904,0.1715021459227467
4,0.0041022941414336,0.748314606741573,0.1504518072289156,0.1994011976047904,0.1715021459227467
5,0.0039413624041982,0.7490636704119851,0.150375939849624,0.1996007984031936,0.1715265866209262
6,0.0038433402665098,0.749812734082397,0.190375939849624,0.2005182295958541,0.1733203085940204
7,0.0037877458311645,0.749812734082397,0.190375939849624,0.2005182295958541,0.1733203085940204
8,0.0037687265917602,0.749812734082397,0.1838224228743416,0.2005182295958541,0.1733858858858858
9,0.003762874397892184,0.749812734082397,0.1838224228743416,0.20051822959585416,0.17338588588588585
