,label,metric,mean,ci_lower,ci_upper
0,同時進行,test/acc,0.860279776212117,0.8540088758632457,0.8665506765609884
1,同時進行,test/precision,0.7876038040449235,0.7769979427997451,0.7982096652901018
2,同時進行,test/recall,0.9486486486486486,0.9332452186015721,0.9640520786957252
3,同時進行,test/f1,0.860279776212117,0.8540088758632457,0.8665506765609884
4,逆接・譲歩,test/acc,0.5115428792539418,0.4752035241954911,0.5478822343123925
5,逆接・譲歩,test/precision,0.7213675484418518,0.681416559809858,0.7613185370738456
6,逆接・譲歩,test/recall,0.40487804878048783,0.3565038023567172,0.45325229520425847
7,逆接・譲歩,test/f1,0.5115428792539418,0.4752035241954911,0.5478822343123925
8,時間,test/acc,0.0,,
9,時間,test/precision,,,
10,時間,test/recall,0.0,,
11,時間,test/f1,0.0,,
12,場所,test/acc,0.5898601398601399,0.5646237100231595,0.6150965696971202
13,場所,test/precision,0.43432539682539695,0.4214693404689179,0.447181453181876
14,場所,test/recall,0.925,0.8539935587276687,0.9960064412723314
15,場所,test/f1,0.5898601398601399,0.5646237100231595,0.6150965696971202
16,その他,test/acc,0.3361305361305362,0.24853616736235634,0.423724904898716
17,その他,test/precision,0.9,0.7140614903086315,1.0859385096913685
18,その他,test/recall,0.21000000000000002,0.15152865359496354,0.2684713464050365
19,その他,test/f1,0.3361305361305362,0.24853616736235634,0.423724904898716
