epoch,loss,accuracy,precision,recall,f1
0,0.0017953540055492,0.7865168539325843,0.2676829268292683,0.3050522807595818,0.284273363921758
1,0.0013993578457207,0.8471910112359551,0.4203688200684952,0.421896221670984,0.4179239978307897
2,0.0007143358166298,0.8883895131086142,0.4611603727257368,0.5134452900832069,0.4776557498341136
3,0.0001675921628314,0.90561797752809,0.6766945523473364,0.5604602389132411,0.5276161627363285
4,0.0001347440291433,0.9408239700374532,0.7252822067164197,0.6808146948365594,0.700645923857216
5,5.6573774400498535e-05,0.9573033707865168,0.7364808139419351,0.7331714995253973,0.7330213127449465
6,4.904222454917565e-05,0.9805243445692884,0.9860035791163316,0.9209985332289348,0.949771263492497
7,3.813900479049272e-05,0.991011235955056,0.9835305506257634,0.883529941830222,0.9168136939558288
8,2.6555872811806783e-05,0.9842696629213484,0.8899504424778761,0.8851580748171969,0.8845748985283869
9,1.6189404076125736e-05,0.9865168539325844,0.9599882455464808,0.8546606162611766,0.8778175663841331
10,1.4748204890150256e-05,0.9895131086142324,0.9936324286064302,0.934002587626441,0.9614531171452128
11,1.5078074462739716e-05,0.9932584269662922,0.9960662441218564,0.9599656026187368,0.9770530397832818
12,1.2268224200896557e-05,0.994007490636704,0.9931193263698234,0.9640096769863842,0.9777142435865084
13,1.1289629855015303e-05,0.994007490636704,0.9924072169165192,0.9647275073806416,0.977721904744077
14,1.091970835397306e-05,0.9940074906367041,0.9882758253301571,0.969289811344143,0.9778318507001359
