epoch,loss,accuracy,precision,recall,f1
0,0.0017949075511332,0.7865168539325843,0.2676829268292683,0.3050522807595818,0.284273363921758
1,0.0014748827125249,0.8404494382022472,0.4079846050328699,0.4279959488221863,0.4140770046361188
2,0.0007356034236007,0.8861423220973783,0.4684866218265151,0.5042205215539282,0.4823872414149342
3,0.0001984702988287,0.897378277153558,0.6669659707961145,0.5477043614152881,0.5023643317047026
4,0.0001827114697699,0.9415730337078652,0.7196367509245348,0.6826994061076356,0.6955005501900209
5,8.241434054874749e-05,0.9617977528089888,0.7349585538496682,0.7432383906448621,0.737722723551139
6,5.362247943543316e-05,0.9730337078651684,0.9805540337451104,0.8593521013221063,0.9026227369965384
7,3.586140311277761e-05,0.9850187265917604,0.7596234338459276,0.791138316169355,0.7736600845542025
8,2.5791058853994148e-05,0.9820224719101124,0.8484529920649496,0.8955081479343964,0.840679468034568
9,2.266079194369388e-05,0.9865168539325844,0.9680899080403425,0.8040866658657683,0.8178055212243944
10,1.927209383204635e-05,0.991011235955056,0.9792157924829226,0.9160192881703072,0.9386827836324868
11,1.7226022260075206e-05,0.994007490636704,0.9931193263698234,0.9640096769863842,0.9777142435865084
12,1.408600698361236e-05,0.994007490636704,0.9882758253301572,0.969289811344143,0.977831850700136
13,1.3136593031972536e-05,0.994007490636704,0.9875818181818182,0.9700076417384004,0.977839431461604
14,1.281230877875612e-05,0.9940074906367041,0.9875818181818182,0.9700076417384004,0.977839431461604
