epoch,loss,accuracy,precision,recall,f1
,1.5460772514343262,0.4545454545454545,0.3333333333333333,0.5,0.3333333333333333
0.0,1.422106146812439,0.3636363636363636,0.0727272727272727,0.2,0.1066666666666666
1.0,1.462365984916687,0.3636363636363636,0.0727272727272727,0.2,0.1066666666666666
2.0,1.3419514894485474,0.3636363636363636,0.0727272727272727,0.2,0.1066666666666666
3.0,1.2533562183380127,0.3636363636363636,0.0727272727272727,0.2,0.1066666666666666
4.0,0.7218120098114014,0.8181818181818182,0.9333333333333332,0.7333333333333334,0.76
5.0,1.091678500175476,0.5454545454545454,0.5,0.5333333333333334,0.4933333333333333
6.0,1.4369239807128906,0.5454545454545454,0.5,0.5333333333333334,0.4933333333333333
7.0,1.2127745151519775,0.4545454545454545,0.3857142857142857,0.4833333333333334,0.4024242424242423
8.0,0.9531022310256958,0.6363636363636364,0.8,0.6166666666666667,0.6133333333333333
9.0,1.2320277690887451,0.6363636363636364,0.8,0.6166666666666667,0.6133333333333333
10.0,1.4094396829605105,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
11.0,1.4584194421768188,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
12.0,1.4771429300308228,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
13.0,1.470197081565857,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
14.0,1.4299241304397583,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
15.0,1.401548981666565,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
16.0,1.4016106128692627,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
17.0,1.4379726648330688,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
18.0,1.4988203048706057,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
19.0,1.553784728050232,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
20.0,1.592484951019287,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
21.0,1.6215143203735352,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
22.0,1.6332786083221436,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
23.0,1.651114821434021,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
24.0,1.6776092052459717,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
25.0,1.6935782432556152,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
26.0,1.7018951177597046,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
27.0,1.705672025680542,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
28.0,1.7064452171325684,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
29.0,1.7110613584518433,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
30.0,1.7121760845184326,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
31.0,1.7224664688110352,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
32.0,1.734064698219299,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
33.0,1.7477916479110718,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
34.0,1.759176254272461,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
35.0,1.7697404623031616,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
36.0,1.7719115018844604,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
37.0,1.774468183517456,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
38.0,1.7824026346206665,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
39.0,1.78699791431427,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
40.0,1.791847586631775,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
41.0,1.7987005710601809,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
42.0,1.8031443357467647,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
43.0,1.805962324142456,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
44.0,1.8077987432479856,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
45.0,1.80836284160614,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
46.0,1.809080481529236,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
47.0,1.813108205795288,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
48.0,1.8129817247390747,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
49.0,1.8112287521362305,0.5454545454545454,0.7857142857142858,0.55,0.5424242424242424
