epoch,loss,accuracy,precision,recall,f1
0,0.0018407376517963,0.7947565543071161,0.2714542116792804,0.3072478895420168,0.2876689222320291
1,0.0015745906570877,0.8382022471910112,0.4903259861055103,0.3367764964073265,0.3153505972768539
2,0.0008469528584891,0.8726591760299626,0.4358482549440541,0.506388352441201,0.4572429496185375
3,0.0004709582706069,0.9086142322097378,0.4781468717633398,0.5382339343895132,0.4930336083502503
4,0.0003119002120771,0.9123595505617976,0.5661527233737333,0.575985691687499,0.5511480933596319
5,0.0001871142103877,0.9243445692883896,0.5335967523574293,0.5445550395327905,0.5383846745295666
6,5.6202249943317096e-05,0.9617977528089888,0.9408787876651816,0.7714026237272406,0.786945826755525
7,3.934219856275601e-05,0.9812734082397004,0.969179880840654,0.8944875638379457,0.92223728005197
8,3.131765118810568e-05,0.9902621722846442,0.9857557667557668,0.9389291041870288,0.9587545787545788
9,1.9085779786109925e-05,0.99250936329588,0.9927162142115412,0.9621748146010632,0.976581571654463
10,1.3219691596729926e-05,0.994007490636704,0.98898714904691,0.9685719809498856,0.9778241911282548
11,1.2834341185034883e-05,0.994007490636704,0.9676908527506136,0.9926545497572252,0.9793842846997336
12,1.1002419914087552e-05,0.994007490636704,0.96696253956733,0.9933723801514824,0.9793920225640872
13,1.0175005208407897e-05,0.994007490636704,0.96696253956733,0.9933723801514824,0.9793920225640872
14,9.889491007066844e-06,0.9940074906367041,0.96696253956733,0.9933723801514824,0.9793920225640871
